,doc_id,txt
10,2022010,"Abs. Absatz BAO Bundesabgabenordnung - BAO, (BGBl. Nr. 194/1961 in der geltenden Fassung) bzgl. bezüglich bzw. beziehungsweise COVID-19 Coronavirus-Krankheit-2019 E-Mail Elektronische Post EUR Euro GIF Gemeinderatsausschuss Integration, Frauenfragen, Konsumentenschutz und Personal http Hypertext Transfer Protocol inkl. inklusive IT Informationstechnologie Katholischer Familienverband Wien Katholischer Familienverband der Erzdiözese Wien, abgekürzt KFVW lfd. laufend lt. laut MA Magistratsabteilung MD-OS Magistratsdirektion - Geschäftsbereich Organisation und Sicherheit Nr. Nummer rd. rund s. siehe StRH Stadtrechnungshof u.a. unter anderem usw. und so weiter VerG Vereinsgesetz WStV Wiener Stadtverfassung www World Wide Web z.B. zum Beispiel Zl. Zahl ZVR Zentrales Vereinsregister"
11,2022010, PRÜFUNGSERGEBNIS
12,2022010,Prüfungsgrundlagen des Stadtrechnungshofes Wien Prüfungsgegenstand Die Entscheidung zur Durchführung der gegenständlichen Prüfung wurde in Anwendung der risikoorientierten Prüfungsthemenauswahl des Stadtrechnungshofes Wien getroffen. 
13,2022010,Die gegenständliche Prüfung wurde von der Abteilung Kultur und Bildung des Stadtrechnungshofes Wien durchgeführt. 
14,2022010,Der Stadtrechnungshof Wien definierte als Prüfungsgegenstand die Gebarung des Katholischen Familienverbandes Wien im Rahmen des Projektes „OmaDienst“ in den Jahren 2018 bis 2020 auf Basis der von der MA 10 - Kindergärten an den Verein gewährten Förderungen. 
15,2022010,Der Fokus der Prüfungshandlungen lag auf der operativen Verwaltung und der Verwendung der von der MA 10 - Kindergärten im genannten Prüfungszeitraum für das Projekt „Oma-Dienst“ dem Verein gewährten finanziellen Mitteln. 
16,2022010,"Nicht Gegenstand der Prüfung waren die weiteren inhaltlichen Konzepte des Verbandes sowie dessen Gebarung in Bereichen, die nicht das Projekt „Oma-Dienst“ betrafen. Der im Statut des Katholischen Familienverbandes Wien verankerte Zweigverein war ebenso nicht Gegenstand dieser Prüfung. Jedoch wurde auf dessen Tätigkeit im Rahmen des „Oma-Dienstes“ eingegangen. "
17,2022010,Prüfungszeitraum Die gegenständliche Prüfung erfolgte im 2. und 3. Quartal des Jahres 2021. Die Eröffnungsgespräche mit den geprüften Stellen fanden Mitte April des Jahres 2021 statt. Die Schlussbesprechungen wurden im September des Jahres 2021 durchgeführt. Der Betrachtungszeitraum umfasste die Jahre 2018 bis 2020. 
18,2022010,"Prüfungshandlungen Die Prüfungshandlungen umfassten Dokumentenanalysen, Literatur- und Internetrecherchen, Berechnungen, Belegprüfungen und Interviews. "
19,2022010,"Die geprüften Stellen legten die geforderten Unterlagen zeitgerecht vor, sodass sich keine Verzögerungen im Prüfungsablauf ergaben."
20,2022010,Prüfungsbefugnis Die Prüfungsbefugnis für diese Gebarungsprüfung ist in § 73b Abs. 1 und 3 WStV verankert. Die erforderliche Sicherstellung der Prüfungsbefugnis gemäß § 73b Abs. 3 wurde in den jährlich zwischen der MA 10 - Kindergärten und dem Katholischen Familienverband Wien abgeschlossenen Förderungsvereinbarungen ausbedungen.
21,2022010,Vorberichte Zum gegenständlichen Prüfungsthema liegen dem Stadtrechnungshof Wien für die vergangenen 10 Jahre keine relevanten Prüfungsberichte vor.
22,2022010,Allgemeines Der Katholische Familienverband Wien wurde im Jahr 1954 gegründet. Der Verband hatte seinen Sitz in Wien und war im ZVR unter der ZVR-Zl. 706141218 eingetragen. 
23,2022010,"Anzumerken war, dass es neben dem Katholischen Familienverband Wien auch je Bundesland einen weiteren Familienverband und den Österreichischen Familienverband der Erzdiözese gab. Letzterer war der Dachverband, bei dem die einzelnen Diözesanverbände Mitglieder waren. Jeder Diözesanverband - so auch der Katholische Familienverband Wien - war rechtlich ein eigenständiger Verein. "
24,2022010,"Zweck des Katholischen Familienverbandes Wien Der Katholische Familienverband Wien hatte in seinen Statuten verankert, parteiunabhängig zu agieren. Er war ein ausschließlich gemeinnütziger Verband und nicht auf Gewinn ausgerichtet. Zweck des Katholischen Familienverbandes Wien war die Stärkung und Förderung der Familie nach christlichen Grundsätzen. "
25,2022010,"Mittel zur Erreichung des Vereinszweckes In den Statuten des Katholischen Familienverbandes Wien waren die Mittel zur Erreichung des Vereinszweckes definiert. Diese gliederten sich in ideelle und materielle Mittel. Zu den ideellen Mitteln zählten u.a. die Betreuung und Unterstützung von Eltern und Kindern in ihren individuellen Lebenssituationen, die Durchführung von Erholungs- und Ferienaktionen, die soziale Betreuung der Familien sowie aller anderen Serviceleistungen gemeinnütziger und mildtätiger Art (insbesondere der „OmaDienst“). Zu den materiellen Mitteln zählten u.a. Mitgliedsbeiträge, Einnahmen aus Druckwerken, Subventionen und Spenden."
26,2022010,"Projekt „Oma-Dienst“ Leistungsumfang des Projektes „Oma-Dienst“ 3.1.1 Der Katholische Familienverband Wien bot im Rahmen des Projektes „OmaDienst“ die Möglichkeit einer Leihoma an. Dieses Angebot richtete sich an Familien und Alleinerziehende, die neben eigener und institutioneller Kinderbetreuung über keine weiteren Betreuungspersonen verfügten. Dabei lag der Fokus in der Vereinbarkeit von Beruf und Familie sowie in der Bewältigung von Krisensituationen. Dies betraf u.a. Familien und Alleinerziehende, deren Arbeitszeiten außerhalb der Öffnungszeiten von Kinderbetreuungseinrichtungen lagen (z.B. bei Beschäftigungsverhältnissen im Bereich der Medizin, der Pflege oder des Handels). Ebenso konnte der „Oma-Dienst“ eine wesentliche Unterstützung bei der Kinderbetreuung im Fall der Wiederaufnahme der beruflichen Tätigkeit, von erforderlichen beruflichen Weiterbildungen und von schweren Erkrankungen bzw. Rehabilitationsmaßnahmen bieten."
27,2022010,"Die Tätigkeiten des Verbandes umfassten in diesem Zusammenhang einen Beratungs- und Vermittlungsdienst für Familien und Alleinerziehende, die Unterstützung im Bereich der Kinderbetreuung suchten. "
28,2022010,"3.1.2 Zu den Aufgaben einer Leihoma zählten u.a. die Begleitung zu bzw. Abholung von Betreuungseinrichtungen wie Kindergärten oder Schulen, die Unterstützung bei Hausaufgaben, gemeinsames Spielen oder spazieren gehen. Der Fokus lag auf einer regelmäßigen Betreuung zu fixen Zeiten, wobei die Art und das Ausmaß der Betreuung an die individuellen Bedürfnisse angepasst werden konnten. Laut Angaben des katholischen Familienverbandes blieben Leihomas durchschnittlich 2 bis 8 Jahre bei einer Familie."
29,2022010,"Die Gründe für den Bedarf bzw. Wunsch einer Leihoma waren vielfältig und umfassten lt. Angaben des Verbandes u.a. die Unterstützung im Alltag, bei Weiterbildungen während der Karenz und längeren Arbeitszeiten. Der häufigste Grund war der Wunsch nach einer verlässlichen und möglichst langfristigen Betreuung, vor allem bei einem Wiedereinstieg in das Berufsleben."
30,2022010,"3.1.3 Positiv zu erwähnen war, dass sich auf der Internetseite des Katholischen Familienverbandes Wien (http://www.familie.at/wien/omadienst) umfassende Informationen zum „Oma-Dienst“ fanden. Diese umfassten sowohl die wesentlichen Punkte für interessierte Familien, Alleinerziehende und soziale Einrichtungen als auch für jene Personen, die sich für die Funktion der Leihoma interessierten. "
31,2022010,Darüber hinaus hatte der Katholische Familienverband Wien den Ablauf der Vermittlung einer Leihoma verbandsintern schriftlich festgelegt.
32,2022010,"Ablauf der Vermittlungen 3.2.1 Der Erstkontakt der an einer Leihoma interessierten Familien bzw. Alleinerziehenden erfolgte primär telefonisch oder per E-Mail, in einigen Fällen auch in persönlichen Gesprächen. In diesen Beratungsgesprächen wurden wichtige Aspekte wie Wohnort, Alter sowie Anzahl der Kinder, Betreuungszeiten, Anforderungsprofil der betreuenden Person, Verfügbarkeit der entsprechenden Damen usw., besprochen."
33,2022010,"Danach erhielten Interessierte ein standardisiertes Informationsblatt zum angebotenen „Oma-Dienst“ und die zur Datenerfassung erforderlichen Formulare (das Datenblatt, die Datenschutzbestimmung und eine Beitrittserklärung). Das Informationsblatt beinhaltete u.a. Informationen zu den Vermittlungsgebühren und der Begleichung der Betreuungsleistung. Ebenso wurde darauf hingewiesen, dass für die Vermittlung keine Erfolgsgarantie bestand und der Katholische Familienverband Wien keine Haftung für vermittelte Personen übernahm. Im Datenblatt waren u.a. die Kontaktdaten, Daten über die zu betreuenden Kinder und das gewünschte Betreuungsausmaß anzugeben. "
34,2022010,"Die schriftlich bekannt gegebenen Daten wurden in einem Vermittlungsprogramm elektronisch erfasst. In diesem wurden u.a. auch Vermittlungsvorschläge, Vermittlungsberichte, Referenzen und besondere Kenntnisse der Leihoma eingetragen. Dieses Programm ermöglichte eine Vernetzung zwischen den Daten der Familien und jenen der Leihomas und bildete eine Grundlage für weitere Vermittlungen sowie der Evaluierung erfolgter Vermittlungen."
35,2022010,"Nach Begleichung der bereits erwähnten Vermittlungsgebühr und eines allfälligen Mitgliedsbeitrages erhielten die Interessierten im Durchschnitt 2 bis 4 Vermittlungsvorschläge per E-Mail, mit einer Kurzbeschreibung der Betreuungspersonen sowie deren Kontaktdaten. Im Bedarfsfall erfolgten auch weitere Vorschläge, eine Höchstgrenze an Vorschlägen gab es lt. Katholischen Familienverband Wien nicht. Die Kontaktaufnahme selbst hatte direkt zwischen den Familien bzw. den Alleinerziehenden und der Leihoma zu erfolgen. Die anschließende Rückmeldung an den Katholischen Familienverband Wien durch Familie und Leihoma war die Basis für eine erfolgreiche Vermittlung."
36,2022010,"Um ein zusätzliches Angebot für kurzfristige Einsätze in den Sommerferien zu bieten, konnten auch Studentinnen zur Kinderbetreuung vermittelt werden. Dieses Angebot kam insbesondere auch in der aktuellen COVID-19-Pandemie zum Tragen, da einige der bestehenden Leihomas aufgrund ihres Alters und der besonderen Gefährdungslage für ältere Menschen die Kinderbetreuung nicht ausführen konnten. Insgesamt lag jedoch die Betreuung lt. Katholischen Familienverband Wien zu rd. 95 % bei den Leihomas. "
37,2022010,"3.2.2 Bei Interesse an der Funktion als Leihoma bzw. Studentin erfolgte der Erstkontakt ebenso entweder telefonisch oder mittels E-Mail. In der Folge wurde die Eignung der interessierten Personen in einem persönlichen Gespräch festgestellt. Zur Eignungsfeststellung hatte der Katholische Familienverband Wien ein Anforderungsprofil definiert. Demgemäß mussten eine sehr gute körperliche und psychische Verfassung, gepflegtes Äußeres, gute Umgangsformen sowie gute Deutschkenntnisse vorliegen. Ferner waren die Erfahrung mit Kindern, die zeitliche Verfügbarkeit (mindestens einmal pro Woche) und die Bereitschaft zur Teilnahme an den vom Verband angebotenen Ausbildungsprogrammen Grundvoraussetzung. Dazu zählte u.a. ein 8-stündiger Baby-Sitterinnenkurs, der lt. Angabe des Katholischen Familienverbandes Wien in der Folge auch von über rd. 90 % der Leihomas in Anspruch genommen wurde. Als erforderliche Dokumente waren ein Lichtbildausweis, ein Foto und eine Strafregisterbescheinigung vorzulegen."
38,2022010,"Nach einem positiven Eignungsgespräch erfolgte mittels eines eigenen Datenblattes für Leihomas die schriftliche Anmeldung. Auch diese Daten wurden elektronisch in dem bereits oben erwähnten Vermittlungsprogramm erfasst. Bei positiver Vermittlung war von der Leihoma an den Verband eine einmalige Vermittlungsgebühr in der Höhe von 40,-- EUR zu entrichten. Eine Verbandsmitgliedschaft war auch hier nicht verpflichtend, sie beruhte ausschließlich auf Freiwilligkeit. "
39,2022010,"Vermittlungsgebühr für Eltern oder Alleinerziehende Für die Inanspruchnahme des Vermittlungsdienstes war keine Verbands-Mitgliedschaft verpflichtend. Jedoch war eine Vermittlungsgebühr zu entrichten, deren Höhe im Fall einer Mitgliedschaft reduziert war. So betrug die Vermittlungsgebühr bei bestehender Mitgliedschaft 60,-- EUR. Diese galt auch für jene Fälle, in denen die bzw. der Interessierte im Zuge der Datenerhebung dem Verband als neues Mitglied beitrat. Für alle anderen Fälle war eine Vermittlungsgebühr in der Höhe von 120,-- EUR festgelegt."
40,2022010,"Ergänzend war hier zu erwähnen, dass für eine Mitgliedschaft beim Katholischen Familienverband Wien einmal jährlich ein Beitrag zu entrichten war. Die Höhe des Mitgliedsbeitrages richtete sich nach der Selbsteinschätzung des Mitglieds, wobei der Verband als mögliche Mitgliedsbeiträge 25,-- EUR, 45,-- EUR oder 65,-- EUR definierte."
41,2022010,"Festzustellen war, dass es im gesamten Betrachtungszeitraum zu keiner Veränderung der Vermittlungsgebühr und der Mitgliedsbeiträge kam. Das Beibehalten der Betragshöhen wurde in den jeweiligen Jahreshauptversammlungen beschlossen. Die letzte Erhöhung der Mitgliedsbeiträge erfolgte im Rahmen der Jahreshauptversammlung 2006. Eine Erhöhung der Vermittlungsgebühren um 20 % wurde in der Vorstandssitzung vom 5. Dezember 2017 mit Gültigkeit ab Jänner 2018 beschlossen. "
42,2022010,"Die Verrechnung der Betreuungsleistung selbst erfolgte direkt zwischen der Leihoma und den Familien bzw. den Alleinerziehenden. Der Katholische Familienverband Wien empfahl dazu als Spesenersatz für deren Tätigkeit einen Richtsatz von 12,-- EUR pro Stunde. "
43,2022010,"Kennzahlen des Projektes „Oma-Dienst“ 3.4.1 Zur Darstellung und Evaluierung seiner Tätigkeiten im Rahmen des „Oma-Dienstes“ definierte der Katholische Familienverband Wien Kennzahlen. Um einen besseren Überblick über die Vorgänge beim „Oma-Dienst“ zu erreichen, stellte der Katholische Familienverband Wien sein Berichtssystem beginnend mit dem Jahr 2020 um. Im Zuge dessen wurden bestehende Kennzahlen adaptiert und neue Kennzahlen erstellt, wodurch ein Vergleich bzw. die Entwicklung der in der nachfolgenden Tabelle dargestellten Kennzahlen für den Zeitraum der Jahre 2018 bis 2020 nur bedingt möglich war. "
44,2022010,Tabelle 1: Tätigkeiten im Rahmen des Projektes „Oma-Dienst“ in den Jahren 2018 bis 2020 Quelle: Katholischer Familienverband Wien
45,2022010,"Wie aus obiger Tabelle ersichtlich ist, kam es im Jahr 2020 verglichen zu den Vorjahren zu hohen Rückgängen bei allen Kennzahlen. Dies war einerseits auf die Umstellung des Berichtswesens zurückzuführen und andererseits aber in einem hohen Ausmaß auch auf die Maßnahmen zur Eindämmung der COVID-19-Pandemie. So waren insbesondere vulnerable Personengruppen, zu denen Leihomas aufgrund ihres Alters zählten, zu schützen."
46,2022010,"In der Kennzahl „Positive Vermittlungen“ waren all jene Fälle abgebildet, bei denen eine Leihoma vermittelt wurde. Darin inkludiert waren auch Vermittlungen, bei denen Familien bzw. Alleinerziehende innerhalb eines Jahres noch weitere bzw. neue Leihomas benötigten. Wie bereits im Bericht erwähnt, war unabhängig von der Anzahl an Vermittlungen nur einmal jährlich eine Vermittlungsgebühr pro Familie bzw. Alleinerziehende zu entrichten. "
47,2022010,"Die Kennzahl ""bezahlte Vermittlungen"" wurde erst im Jahr 2020 eingeführt und zeigte, wie oft eine Vermittlungsgebühr entrichtet wurde. Die Übereinstimmung der Anzahl der „positiven Vermittlungen“ mit jenen der „bezahlten Vermittlungen“ im Jahr 2020 erklärte der Katholische Familienverband Wien damit, dass es im Jahr 2020 durch die bereits erwähnten Maßnahmen zur Eindämmung der COVID-19-Pandemie ausschließlich zu einmaligen Vermittlungen kam. "
48,2022010,"Zu keiner Vermittlung kam es lt. Angaben des Katholischen Familienverbandes Wien, wenn Familien bzw. Alleinerziehende kurzfristig eine private Lösung fanden. Ferner waren primär bei Alleinerziehenden finanzielle Probleme ein Grund für keine Vermittlung."
49,2022010,"Die Kennzahl „Vermittlungsvorschläge“ wurde ebenso wie die Kennzahl „Anfragen Familie“ neu entwickelt. Mit der Kennzahl „Vermittlungsvorschläge“ wurde die Anzahl jener Leihomas abgebildet, die den Interessierten zur Auswahl vorgeschlagen wurden. In der Regel waren dies - wie bereits im Bericht erwähnt - im Durchschnitt 24 Vorschläge. Der Katholische Familienverband Wien wies darauf hin, dass im Vergleich zu den Vorjahren im Jahr 2020 primär eine geringere Anzahl an Betreuungspersonen zur Verfügung stand und es somit auch zu einer geringeren Anzahl an Vermittlungsvorschlägen kam. Ebenso hatten Familien und Alleinerziehende Bedenken, eine Leihoma zu engagieren bzw. es bestand ein geringerer Bedarf (z.B. durch Kurzarbeit) an der Kinderbetreuung, wodurch auch weniger Anfragen zu verzeichnen waren."
50,2022010,"Die Kennzahlen „Ausgelastet“ und „Leihomas in lfd. Kartei“ unterlagen lt. Katholischen Familienverband Wien unterjährig ständigen Schwankungen und wurden im Rahmen der Berichtsumstellung insofern angepasst, als dass beginnend mit dem Jahr 2020 der 31. Dezember des jeweiligen Jahres als Stichtag herangezogen wurde. So zeigte die Kennzahl „Ausgelastet“ nun die Anzahl jener Leihomas, die mit Stichtag 31. Dezember des jeweiligen Jahres vermittelt waren und keine freien Kapazitäten mehr hatten. Die Kennzahl „Leihomas in lfd. Kartei“ zeigte die Anzahl jener Leihomas, die mit Stand 31. Dezember des jeweiligen Jahres für eine Vermittlung zur Verfügung standen. Bei den in den Jahren 2018 und 2019 angeführten Zahlen handelte es sich um Jahresdurchschnittswerte. "
51,2022010,Der Stadtrechnungshof Wien sah in den vorhandenen Kennzahlen ein gutes Instrument die Tätigkeiten im Rahmen des „Oma-Dienstes“ darzustellen und würdigte in diesem Zusammenhang auch die Evaluierung und Weiterentwicklung des diesbezüglichen Berichtswesens.
52,2022010,"3.4.2 Ergänzend war anzuführen, dass das Angebot des „Oma-Dienstes“ auch von sozialen Einrichtungen wie beispielsweise den Jugendämtern, den Mutter-Kind- und Frauenhäusern in Anspruch genommen wurde. Diese wandten sich bei familiären Krisensituationen an den Katholischen Familienverband Wien und ersuchten um rasche unbürokratische Vermittlung einer Leihoma. Dies betraf lt. Angabe des Katholischen Familienverbandes Wien rd. 3 bis 5 Fälle pro Jahr, bei denen eine entgeltreduzierte bzw. unentgeltliche Kinderbetreuung auf Zeit vermittelt wurde. Die finanziellen Mittel dafür stammten - so die Geschäftsführung des Verbandes - ausschließlich von Licht ins Dunkel und von Spenden und betrugen jährlich durchschnittlich rd. 3.000,-- EUR. Die Vermittlung derartiger Kinderbetreuungen und die Verwaltung des dafür eingerichteten „Hilfsfonds“ erfolgten nicht durch den Katholischen Familienverband Wien, sondern durch einen eigens dafür im Jahr 2010 gegründeten Zweigverein. Diesbezüglich war in den Statuten des Katholischen Familienverbandes Wien u.a. auch festgelegt, dass der Verband berechtigt war, einen Zweigverein zu gründen. Voraussetzung dafür war, dass die organschaftlichen Vertreterinnen bzw. Vertreter und die Rechnungsprüferinnen bzw. Rechnungsprüfer dieselbe Funktion im Zweigverein mit dem gleichen Sitz ausübten. Dies war in der Praxis auch umgesetzt worden. Laut Statut und Auskunft des Katholischen Familienverbandes Wien übernahm der Zweigverein die mildtätigen Agenden, die bis dahin vom Katholischen Familienverband Wien wahrgenommen wurden. Hintergrund der Gründung des Zweigvereines war primär, eine steuerliche Spendenabsetzbarkeit zu schaffen. Wie Internetrecherchen zeigten, schien der Zweigverein auf der vom Bundesministerium Finanzen geführten Liste als spendenbegünstigter Verein auf."
53,2022010,"Hier war ferner zu erwähnen, dass der Zweigverein keine Förderungsmittel durch die Stadt Wien erhielt. Ebenso ergab die Einschau in die Buchführungsunterlagen des Katholischen Familienverbandes Wien keinen Hinweis darauf, dass vom Verband anteilige Förderungsmittel bzw. sonstige Mittel an den Zweigverein flossen. Die Auskünfte des Katholischen Familienverbandes Wien zum Zweigverein beruhten auf Freiwilligkeit, für den Zweigverein bestand keine Prüfungsbefugnis des Stadtrechnungshofes Wien."
54,2022010,"3.4.3 Insgesamt beurteilte der Stadtrechnungshof Wien das Projekt „Oma-Dienst“ positiv, da neben den gegebenen Betreuungen und Beaufsichtigungen mit pädagogischem Hintergrund von Kindern (z.B. Kindergärten, Ganztagesschulen) eine weitere Möglichkeit der Kinderbetreuung und Kinderbeaufsichtigung geschaffen wurde. Dies vor allem für jene Personen, die auch außerhalb der Öffnung von Betreuungseinrichtungen eine Unterstützung bei der Betreuung und Beaufsichtigung ihrer Kinder benötigten. "
55,2022010,"Für Familien bzw. Alleinerziehende mit finanziellen Problemen war jedoch aus Sicht des Stadtrechnungshofes Wien die Inanspruchnahme des „Oma-Dienstes“ aufgrund der Unkostenbeiträge nur sehr eingeschränkt bzw. nicht möglich. Dies galt insbesondere für jene Fälle, die nicht in den Tätigkeitsbereich des Zweigvereines fielen und denen somit keine entgeltreduzierte bzw. unentgeltliche Kinderbetreuung angeboten wurde. Beispielsweise könnte dies Alleinerziehende in Teilzeitbeschäftigung bei Supermarktkassen betreffen, die außerhalb der Betreuungszeiten durch Kindergärten bzw. Ganztagesschulen ihrer Tätigkeiten nachkommen und hier Unterstützung benötigen. Ferner erwähnte auch der Katholische Familienverband Wien, dass es einen höheren Bedarf an einer vergünstigten Betreuung durch den „Oma-Dienst“ gab, als vom Zweigverein abgedeckt werden konnte. "
56,2022010,"Aus Sicht des Stadtrechnungshofes Wien verfügte der Katholische Familienverband Wien im Betrachtungszeitraum insgesamt über ausreichende Finanzmittel. So zeigte beispielsweise die stichprobenweise Einschau in die Jahresabschlüsse, dass im Umlaufvermögen mit Stichtag 31. Dezember 2020 flüssige Mittel in der Höhe von rd. 106.000,-- EUR ausgewiesen waren. In diesem Zusammenhang wurde dem Katholischen Familienverband Wien empfohlen, Überlegungen zur Erweiterung eines vergünstigten Angebotes des „Oma-Dienstes“ für Familien und Alleinerziehende mit finanziellen Problemen anzustellen. "
57,2022010,Organisation des Katholischen Familienverbandes Wien Organe des Katholischen Familienverbandes Wien Die Organe des Verbandes waren:
58,2022010,"- die Hauptversammlung, - der Vorstand, - der gemeinsame Ausschuss, - die Geschäftsführerin bzw. der Geschäftsführer, - die Rechnungsprüferin bzw. der Rechnungsprüfer und - das Schiedsgericht. "
59,2022010,"4.1.1 Die Hauptversammlung hatte mindestens einmal im Jahr stattzufinden, bestand aus allen Mitgliedern des Verbandes und war vom Vorstand durch öffentliche Bekanntmachung einzuberufen. Sie war unabhängig von der Anzahl der Anwesenden beschlussfähig, sofern die Einladung entsprechend den Statuten erfolgte. "
60,2022010,"Zu den Aufgaben der Hauptversammlung zählten u.a. - die Entgegennahme und Genehmigung des Rechenschaftsberichtes und des Rechnungsabschlusses, - die Wahl, Entlastung oder Enthebung der Mitglieder des Vorstandes - ausgenommen der Geschäftsführerin bzw. des Geschäftsführers - und der Rechnungsprüferinnen bzw. Rechnungsprüfer, - die Festlegung der allgemeinen Richtlinien für die Tätigkeit des Verbandes und der Höhe der Mitgliedsbeiträge sowie - die Beratung und Beschlussfassung über sonstige auf der Tagesordnung stehende Fragen."
61,2022010,"Die Einschau in Unterlagen zeigte, dass in den Jahren 2018 bis 2020 jährlich eine Hauptversammlung stattfand. Die öffentliche Bekanntmachung der Hauptversammlungen erfolgte im Newsletter des Katholischen Familienverbandes Wien und in der Mitgliedszeitschrift. Für jede Hauptversammlung wurde ein Protokoll erstellt, in dem auch die gefassten Beschlüsse dokumentiert waren."
62,2022010,"Festzustellen war, dass in den Protokollen der Jahreshauptversammlungen u.a. die Wahl und die Entlastung des Vorstandes jährlich dokumentiert waren. Die jährlichen Rechenschaftsberichte und Rechnungsabschlüsse wurden besprochen, Hinweise auf die diesbezüglichen Genehmigungen fanden sich jedoch nicht in den Protokollen. "
63,2022010,"Dem Katholischen Familienverband Wien wurde empfohlen, künftig die Genehmigungen der jährlichen Rechenschaftsberichte und Rechnungsabschlüsse in den Protokollen der Jahreshauptversammlung zu dokumentieren."
64,2022010,"4.1.2 Der Vorstand bestand im Betrachtungszeitraum entsprechend den statutarischen Festlegungen aus der Vorsitzenden, dem Kassier und deren bzw. dessen Stellvertretungen. Ebenso waren 3 weitere gewählte Mitglieder und die Geschäftsführerin, der gleichzeitig auch die Funktion der Schriftführerin zukam, Teil des Vorstandes."
65,2022010,"Die Funktionsdauer des Vorstandes betrug mit Ausnahme jener der Geschäftsführerin bzw. des Geschäftsführers 3 Jahre. Dem Vorstand oblag die Leitung des Verbandes, wobei insbesondere folgende Angelegenheiten in seinen Wirkungsbereich fielen: - die Erstellung und Beschlussfassung über den Jahresvoranschlag sowie die Abfassung des Rechenschaftsberichtes und des Rechnungsabschlusses, - die Entscheidung über alle laufenden Angelegenheiten des Verbandes, soweit diese nicht der Geschäftsführung übertragen wurden, - die Vorbereitung der Hauptversammlung sowie deren Einberufung, - die Verwaltung des Verbandsvermögens, - die Errichtung von Arbeitskreisen, - die Aufnahme und der Ausschluss von Mitgliedern, - die Aufnahme und die Kündigung von Angestellten des Verbandes und - die Bestellung und Abberufung der Geschäftsführerin bzw. des Geschäftsführers."
66,2022010,Verbandsintern gab es keine Vorgaben über die Mindestanzahl der abzuhaltenden Vorstandsitzungen. Laut Angaben des Katholischen Familienverbandes Wien richtete sich die Anzahl der jährlichen Vorstandssitzungen nach dem Bedarf. 
67,2022010,"Festzustellen war, dass im Betrachtungszeitraum jährlich zwischen 3 und 6 Vorstandssitzungen stattfanden. Über alle stattgefundenen Sitzungen wurden Protokolle verfasst, in denen die wesentlichen Punkte und Beschlussfassungen festgehalten waren."
68,2022010,"4.1.3 Ebenso hatte der Vorstand gemäß den Verbandsstatuten einen Finanzausschuss zu bestellen. Dieser bestand aus der bzw. dem Vorsitzenden, der Kassierin bzw. dem Kassier, bei deren Verhinderung aus den jeweiligen Stellvertretungen und der Geschäftsführerin bzw. dem Geschäftsführer. "
